date,calories,smoothed_weight_lbs,fm_lbs_weak,ffm_lbs_weak,weight_pred_lbs,fat_pct_weak,tdee_weak
2011-05-19,1735,,92.74,163.18,255.92,36.24,2185.4
2011-05-20,1875,255.18,92.59,162.73,255.32,36.26,2180.8
2011-05-21,1876,,92.47,162.61,255.09,36.25,2179.7
2011-05-22,2052,254.96,92.36,162.74,255.1,36.21,2180.9
2011-05-23,1645,,92.3,163.2,255.5,36.12,2185.6
2011-05-24,1749,,92.12,163.73,255.85,36.0,2191.0
2011-05-25,1786,,91.96,164.18,256.15,35.9,2195.6
2011-05-26,1531,,91.82,164.5,256.32,35.82,2198.8
2011-05-27,1778,,91.6,164.66,256.26,35.75,2200.5
2011-05-28,1307,,91.46,164.65,256.1,35.71,2200.5
2011-05-29,1224,,91.17,164.46,255.64,35.67,2198.8
2011-05-30,1402,254.99,90.87,164.1,254.97,35.64,2195.3
2011-05-31,1696,254.29,90.62,163.56,254.18,35.65,2190.2
2011-06-01,1663,253.06,90.45,163.0,253.45,35.69,2184.2
2011-06-02,2354,253.49,90.27,163.14,253.42,35.62,2185.8
2011-06-03,1838,,90.3,163.31,253.6,35.61,2187.6
2011-06-04,1759,,90.17,163.26,253.43,35.58,2187.2
2011-06-05,1786,252.85,90.02,162.86,252.88,35.6,2183.4
2011-06-06,1701,252.15,89.88,162.09,251.97,35.67,2176.1
2011-06-07,1665,250.42,89.72,160.91,250.63,35.8,2164.1
2011-06-08,1413,249.4,89.55,160.18,249.73,35.86,2156.5
2011-06-09,1302,249.57,89.31,160.27,249.58,35.78,2157.4
2011-06-10,1322,249.62,89.04,160.62,249.65,35.66,2161.0
2011-06-11,1738,249.58,88.77,161.0,249.78,35.54,2164.7
2011-06-12,1419,,88.62,161.42,250.04,35.44,2169.0
2011-06-13,1390,249.96,88.38,161.36,249.74,35.39,2168.8
2011-06-14,1576,248.54,88.13,160.55,248.69,35.44,2160.8
2011-06-15,1468,247.38,87.94,159.85,247.79,35.49,2153.3
2011-06-16,1585,247.59,87.72,159.82,247.54,35.44,2153.2
2011-06-17,1522,247.25,87.53,159.87,247.4,35.38,2153.7
