date,calories,smoothed_weight_lbs,fm_lbs_weak,ffm_lbs_weak,weight_pred_lbs,fat_pct_weak,tdee_weak
2013-10-30,2269,,53.9,155.34,209.24,25.76,2083.7
2013-10-31,2137,,53.94,155.35,209.29,25.77,2084.0
2013-11-01,2985,,53.94,155.37,209.31,25.77,2084.3
2013-11-02,3006,,54.18,155.38,209.56,25.85,2084.7
2013-11-03,1590,,54.43,155.39,209.82,25.94,2084.9
2013-11-04,1493,,54.27,155.4,209.67,25.88,2085.3
2013-11-05,2075,,54.09,155.41,209.5,25.82,2085.6
2013-11-06,1655,,54.07,155.43,209.49,25.81,2085.9
2013-11-07,1380,,53.93,155.44,209.37,25.76,2086.2
2013-11-08,2013,,53.71,155.45,209.16,25.68,2086.6
2013-11-09,1861,,53.67,155.46,209.14,25.66,2086.9
2013-11-10,1780,,53.59,155.48,209.07,25.63,2087.2
2013-11-11,1954,,53.49,155.49,208.98,25.6,2087.5
2013-11-12,2238,,53.43,155.5,208.93,25.57,2087.9
2013-11-13,1995,,53.46,155.51,208.97,25.58,2088.2
2013-11-14,2508,,53.42,155.52,208.94,25.57,2088.5
2013-11-15,3365,,53.52,155.54,209.06,25.6,2088.9
2013-11-16,2067,,53.87,155.55,209.42,25.72,2089.2
2013-11-17,1580,,53.84,155.56,209.41,25.71,2089.5
2013-11-18,2143,,53.68,155.57,209.25,25.65,2089.8
2013-11-19,1541,,53.68,155.58,209.26,25.65,2090.1
2013-11-20,1259,,53.51,155.6,209.1,25.59,2090.4
2013-11-21,1933,,53.25,155.61,208.86,25.5,2090.8
2013-11-22,1908,,53.19,155.62,208.81,25.47,2091.1
2013-11-23,2088,,53.12,155.63,208.75,25.45,2091.4
2013-11-24,2340,,53.1,155.65,208.75,25.44,2091.8
2013-11-25,1589,,53.15,155.66,208.81,25.46,2092.1
2013-11-26,2816,,52.99,155.67,208.66,25.4,2092.4
